epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
19,179,,,0.9929577708244324,0.09595272690057755,,
20,188,,,,,1.0,0.059236958622932434
20,188,,,0.9929577708244324,0.08494358509778976,,
21,197,,,,,1.0,0.05239857733249664
21,197,,,0.9929577708244324,0.07602643221616745,,
22,206,,,,,1.0,0.04674634709954262
22,206,,,0.9929577708244324,0.06856589019298553,,
23,215,,,,,1.0,0.04201677441596985
23,215,,,0.9929577708244324,0.06178676709532738,,
24,224,,,,,1.0,0.037809476256370544
24,224,,,0.9929577708244324,0.05655670911073685,,
25,233,,,,,1.0,0.034266144037246704
25,233,,,0.9929577708244324,0.05174131691455841,,
26,242,,,,,1.0,0.03139178827404976
26,242,,,0.9929577708244324,0.04771454259753227,,
27,251,,,,,1.0,0.028681881725788116
27,251,,,0.9929577708244324,0.044037386775016785,,
28,260,,,,,1.0,0.026380525901913643
28,260,,,0.9929577708244324,0.04076189547777176,,
29,269,,,,,1.0,0.024321340024471283
29,269,,,0.9929577708244324,0.03793569281697273,,
30,278,,,,,1.0,0.02258150279521942
30,278,,,1.0,0.035470325499773026,,
31,287,,,,,1.0,0.021007128059864044
31,287,,,1.0,0.03299340233206749,,
32,296,,,,,1.0,0.01955929771065712
32,296,,,1.0,0.031046034768223763,,
33,305,,,,,1.0,0.018380912020802498
33,305,,,1.0,0.029104826971888542,,
34,314,,,,,1.0,0.01714543253183365
34,314,,,1.0,0.0273965485394001,,
35,323,,,,,1.0,0.01613781787455082
35,323,,,1.0,0.025731144472956657,,
36,332,,,,,1.0,0.015235602855682373
36,332,,,1.0,0.024200567975640297,,
37,341,,,,,1.0,0.014410223811864853
37,341,,,1.0,0.02303452230989933,,
38,350,,,,,1.0,0.013656671158969402
38,350,,,1.0,0.021873436868190765,,
39,359,,,,,1.0,0.012893710285425186
39,359,,,1.0,0.02058105729520321,,
40,368,,,,,1.0,0.012210210785269737
40,368,,,1.0,0.019458670169115067,,
41,377,,,,,1.0,0.011705901473760605
41,377,,,1.0,0.018503636121749878,,
42,386,,,,,1.0,0.011112432926893234
42,386,,,1.0,0.01767244189977646,,
43,395,,,,,1.0,0.010582143440842628
43,395,,,1.0,0.016651468351483345,,
44,404,,,,,1.0,0.010099966078996658
44,404,,,1.0,0.015921158716082573,,
45,413,,,,,1.0,0.009634706191718578
45,413,,,1.0,0.015173332765698433,,
46,422,,,,,1.0,0.009250879287719727
46,422,,,1.0,0.014387691393494606,,
47,431,,,,,1.0,0.008880805224180222
47,431,,,1.0,0.013830747455358505,,
48,440,,,,,1.0,0.008555077947676182
48,440,,,1.0,0.013302679173648357,,
49,449,,,,,1.0,0.008213729597628117
49,449,,,1.0,0.012679076753556728,,
50,458,,,,,1.0,0.007897935807704926
50,458,,,1.0,0.012089568190276623,,
51,467,,,,,1.0,0.007606070954352617
51,467,,,1.0,0.011664296500384808,,
52,476,,,,,1.0,0.007327334955334663
52,476,,,1.0,0.011075939051806927,,
53,485,,,,,1.0,0.007058531045913696
53,485,,,1.0,0.010630722157657146,,
54,494,,,,,1.0,0.006785615812987089
54,494,,,1.0,0.010213286615908146,,
55,503,,,,,1.0,0.006536887027323246
55,503,,,1.0,0.00977081898599863,,
56,512,,,,,1.0,0.006368525791913271
56,512,,,1.0,0.00935244932770729,,
57,521,,,,,1.0,0.006167693063616753
57,521,,,1.0,0.009018072858452797,,
58,530,,,,,1.0,0.005986490286886692
58,530,,,1.0,0.008690472692251205,,
59,539,,,,,1.0,0.0058073922991752625
59,539,,,1.0,0.008295925334095955,,
60,548,,,,,1.0,0.005603272467851639
60,548,,,1.0,0.007974687032401562,,
61,557,,,,,1.0,0.005441951099783182
61,557,,,1.0,0.0076445844024419785,,
62,566,,,,,1.0,0.005270982161164284
62,566,,,1.0,0.0074205417186021805,,
63,575,,,,,1.0,0.005125959403812885
63,575,,,1.0,0.007095890119671822,,
64,584,,,,,1.0,0.00501587986946106
64,584,,,1.0,0.0068599567748606205,,
65,593,,,,,1.0,0.004870853386819363
65,593,,,1.0,0.006559593603014946,,
66,602,,,,,1.0,0.004750214517116547
66,602,,,1.0,0.006394742522388697,,
67,611,,,,,1.0,0.004583581350743771
67,611,,,1.0,0.0061500039882957935,,
68,620,,,,,1.0,0.004490511491894722
68,620,,,1.0,0.0059290495701134205,,
69,629,,,,,1.0,0.004385841079056263
69,629,,,1.0,0.005734577309340239,,
70,638,,,,,1.0,0.004275200888514519
70,638,,,1.0,0.005572402849793434,,
71,647,,,,,1.0,0.004132805857807398
71,647,,,1.0,0.005392586812376976,,
72,656,,,,,1.0,0.004046355839818716
72,656,,,1.0,0.005191003438085318,,
73,665,,,,,1.0,0.003944371361285448
73,665,,,1.0,0.005002413410693407,,
74,674,,,,,1.0,0.003872513771057129
74,674,,,1.0,0.004842111375182867,,
75,683,,,,,1.0,0.0037833116948604584
75,683,,,1.0,0.004686174914240837,,
76,692,,,,,1.0,0.00370668713003397
76,692,,,1.0,0.004562159068882465,,
77,701,,,,,1.0,0.0036205362994223833
77,701,,,1.0,0.004407473839819431,,
78,710,,,,,1.0,0.003526453860104084
78,710,,,1.0,0.004255589563399553,,
79,719,,,,,1.0,0.00345098739489913
79,719,,,1.0,0.004145807586610317,,
80,728,,,,,1.0,0.003372414270415902
80,728,,,1.0,0.00403562793508172,,
81,737,,,,,1.0,0.0033134929835796356
81,737,,,1.0,0.003908573649823666,,
82,746,,,,,1.0,0.003247625660151243
82,746,,,1.0,0.003810328897088766,,
83,755,,,,,1.0,0.003181672655045986
83,755,,,1.0,0.003694665152579546,,
84,764,,,,,1.0,0.003108196659013629
84,764,,,1.0,0.003573586931452155,,
85,773,,,,,1.0,0.00305709196254611
85,773,,,1.0,0.003475051373243332,,
86,782,,,,,1.0,0.0030047970358282328
86,782,,,1.0,0.003381105838343501,,
87,791,,,,,1.0,0.0029362200293689966
87,791,,,1.0,0.0033088596537709236,,
88,800,,,,,1.0,0.0028876429423689842
88,800,,,1.0,0.003184959525242448,,
89,809,,,,,1.0,0.0028371040243655443
89,809,,,1.0,0.0031037607695907354,,
90,818,,,,,1.0,0.0027676457539200783
90,818,,,1.0,0.0030306908302009106,,
91,827,,,,,1.0,0.0027263995725661516
91,827,,,1.0,0.0029368139803409576,,
92,836,,,,,1.0,0.002662263810634613
92,836,,,1.0,0.002869232092052698,,
93,845,,,,,1.0,0.002603886416181922
93,845,,,1.0,0.002794835017994046,,
94,854,,,,,1.0,0.0025760834105312824
94,854,,,1.0,0.002721072407439351,,
95,863,,,,,1.0,0.002544048707932234
95,863,,,1.0,0.0026678028516471386,,
96,872,,,,,1.0,0.0024877600371837616
96,872,,,1.0,0.0025864983908832073,,
97,881,,,,,1.0,0.0024495767429471016
97,881,,,1.0,0.0025355948600918055,,
98,890,,,,,1.0,0.0024175941944122314
98,890,,,1.0,0.0024618972092866898,,
99,899,,,,,1.0,0.00238021370023489
99,899,,,1.0,0.002399651100859046,,
100,900,1.0,0.00238021370023489,,,,
