epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
75,683,,,,,1.0,0.0028985757380723953
75,683,,,1.0,0.004447854124009609,,
76,692,,,,,1.0,0.0028052709531039
76,692,,,1.0,0.004309177864342928,,
77,701,,,,,1.0,0.002723815618082881
77,701,,,1.0,0.004174554254859686,,
78,710,,,,,1.0,0.0026444653049111366
78,710,,,1.0,0.004043595865368843,,
79,719,,,,,1.0,0.002612901385873556
79,719,,,1.0,0.003928130958229303,,
80,728,,,,,1.0,0.002483476884663105
80,728,,,1.0,0.003841592464596033,,
81,737,,,,,1.0,0.0024685170501470566
81,737,,,1.0,0.0037041965406388044,,
82,746,,,,,1.0,0.002402970800176263
82,746,,,1.0,0.003595630871132016,,
83,755,,,,,1.0,0.002312700729817152
83,755,,,1.0,0.00349531346000731,,
84,764,,,,,1.0,0.0022252683993428946
84,764,,,1.0,0.0034008806105703115,,
85,773,,,,,1.0,0.0022221175022423267
85,773,,,1.0,0.0032959613017737865,,
86,782,,,,,1.0,0.002169662155210972
86,782,,,1.0,0.003197143552824855,,
87,791,,,,,1.0,0.00216593942604959
87,791,,,1.0,0.003123203292489052,,
88,800,,,,,1.0,0.002150657121092081
88,800,,,1.0,0.0030343271791934967,,
89,809,,,,,1.0,0.0020707850344479084
89,809,,,1.0,0.0029443635139614344,,
90,818,,,,,1.0,0.0019921602215617895
90,818,,,1.0,0.0028800221625715494,,
91,827,,,,,1.0,0.001998990774154663
91,827,,,1.0,0.002813698025420308,,
92,836,,,,,1.0,0.0018916013650596142
92,836,,,1.0,0.0027441997081041336,,
93,845,,,,,1.0,0.001846350496634841
93,845,,,1.0,0.0026570125482976437,,
94,854,,,,,1.0,0.0017957838717848063
94,854,,,1.0,0.0025818301364779472,,
95,863,,,,,1.0,0.0018052005907520652
95,863,,,1.0,0.002520330948755145,,
96,872,,,,,1.0,0.0018115306738764048
96,872,,,1.0,0.002455029170960188,,
97,881,,,,,1.0,0.0017918369267135859
97,881,,,1.0,0.002402259036898613,,
98,890,,,,,1.0,0.0017108918400481343
98,890,,,1.0,0.0023448136635124683,,
99,899,,,,,1.0,0.001666565309278667
99,899,,,1.0,0.0022769146598875523,,
100,900,1.0,0.001666565309278667,,,,
