epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,8,,,,,0.4166666567325592,1.050673246383667
0,8,,,0.42957746982574463,1.0669878721237183,,
1,17,,,,,0.6944444179534912,0.9905192852020264
1,17,,,0.591549277305603,1.01695716381073,,
2,26,,,,,0.9444444179534912,0.92774897813797
2,26,,,0.7816901206970215,0.9615136981010437,,
3,35,,,,,0.9722222089767456,0.8542392253875732
3,35,,,0.8943662047386169,0.897445559501648,,
4,44,,,,,0.9444444179534912,0.7717169523239136
4,44,,,0.9295774698257446,0.8214125633239746,,
5,53,,,,,0.9444444179534912,0.680988609790802
5,53,,,0.9295774698257446,0.7393816113471985,,
6,62,,,,,0.9444444179534912,0.5906258821487427
6,62,,,0.9507042169570923,0.6545161008834839,,
7,71,,,,,0.9444444179534912,0.5057960152626038
7,71,,,0.9436619877815247,0.5718201994895935,,
8,80,,,,,0.9444444179534912,0.4314711093902588
8,80,,,0.9507042169570923,0.49688979983329773,,
9,89,,,,,0.9444444179534912,0.3678702712059021
9,89,,,0.9507042169570923,0.4300509989261627,,
10,98,,,,,0.9444444179534912,0.31183332204818726
10,98,,,0.9577465057373047,0.37108325958251953,,
11,107,,,,,0.9444444179534912,0.26418837904930115
11,107,,,0.9577465057373047,0.31741705536842346,,
12,116,,,,,0.9444444179534912,0.22305838763713837
12,116,,,0.9647887349128723,0.27135172486305237,,
13,125,,,,,0.9444444179534912,0.18694691359996796
13,125,,,0.9718309640884399,0.23111553490161896,,
14,134,,,,,0.9444444179534912,0.1565150022506714
14,134,,,0.9718309640884399,0.19688478112220764,,
15,143,,,,,0.9722222089767456,0.13290825486183167
15,143,,,0.9718309640884399,0.16792072355747223,,
16,152,,,,,0.9722222089767456,0.11304598301649094
16,152,,,0.9788732528686523,0.14524580538272858,,
17,161,,,,,1.0,0.09641942381858826
17,161,,,0.9788732528686523,0.1266801655292511,,
18,170,,,,,1.0,0.08247694373130798
18,170,,,0.9788732528686523,0.11138657480478287,,
19,179,,,,,1.0,0.07143294811248779
19,179,,,0.98591548204422,0.09828834980726242,,
20,188,,,,,1.0,0.06212147697806358
20,188,,,0.98591548204422,0.08848976343870163,,
21,197,,,,,1.0,0.055480003356933594
21,197,,,0.98591548204422,0.07913675904273987,,
22,206,,,,,1.0,0.04924854636192322
22,206,,,0.98591548204422,0.07187562435865402,,
23,215,,,,,1.0,0.04369403421878815
23,215,,,0.9929577708244324,0.06538455933332443,,
24,224,,,,,1.0,0.038843099027872086
24,224,,,0.9929577708244324,0.06034949794411659,,
25,233,,,,,1.0,0.0356033593416214
25,233,,,0.9929577708244324,0.05490665137767792,,
26,242,,,,,1.0,0.03197367489337921
26,242,,,0.9929577708244324,0.050929658114910126,,
27,251,,,,,1.0,0.02969607710838318
27,251,,,0.9929577708244324,0.047208335250616074,,
28,260,,,,,1.0,0.026731271296739578
28,260,,,0.9929577708244324,0.043611057102680206,,
29,269,,,,,1.0,0.02419990301132202
29,269,,,0.9929577708244324,0.04055340215563774,,
30,278,,,,,1.0,0.022128859534859657
30,278,,,0.9929577708244324,0.03777570649981499,,
31,287,,,,,1.0,0.019675757735967636
31,287,,,0.9929577708244324,0.03607223182916641,,
32,296,,,,,1.0,0.01830309070646763
32,296,,,1.0,0.0328289270401001,,
33,305,,,,,1.0,0.017297977581620216
33,305,,,0.9929577708244324,0.03115188144147396,,
34,314,,,,,1.0,0.01594625785946846
34,314,,,1.0,0.029210643842816353,,
35,323,,,,,1.0,0.014751775190234184
35,323,,,1.0,0.027181973680853844,,
36,332,,,,,1.0,0.013781906105577946
36,332,,,1.0,0.025528712198138237,,
37,341,,,,,1.0,0.012865923345088959
37,341,,,1.0,0.024202795699238777,,
38,350,,,,,1.0,0.012441652826964855
38,350,,,1.0,0.022824807092547417,,
39,359,,,,,1.0,0.011888472363352776
39,359,,,1.0,0.021568914875388145,,
40,368,,,,,1.0,0.0107050696387887
40,368,,,1.0,0.020683150738477707,,
41,377,,,,,1.0,0.010372515767812729
41,377,,,1.0,0.019311649724841118,,
42,386,,,,,1.0,0.009418485686182976
42,386,,,1.0,0.01867080107331276,,
43,395,,,,,1.0,0.009249746799468994
43,395,,,1.0,0.017217982560396194,,
44,404,,,,,1.0,0.008995939046144485
44,404,,,1.0,0.016404634341597557,,
45,413,,,,,1.0,0.008329275995492935
45,413,,,1.0,0.015499727800488472,,
46,422,,,,,1.0,0.007982553914189339
46,422,,,1.0,0.01454903557896614,,
47,431,,,,,1.0,0.0077322400175035
47,431,,,1.0,0.013929476030170918,,
48,440,,,,,1.0,0.007281295955181122
48,440,,,1.0,0.013189295306801796,,
49,449,,,,,1.0,0.0069343093782663345
49,449,,,1.0,0.012511110864579678,,
50,458,,,,,1.0,0.006756983231753111
50,458,,,1.0,0.011926544830203056,,
51,467,,,,,1.0,0.006353883538395166
51,467,,,1.0,0.011454622261226177,,
52,476,,,,,1.0,0.006270160898566246
52,476,,,1.0,0.010912152007222176,,
53,485,,,,,1.0,0.005926784593611956
53,485,,,1.0,0.010387156158685684,,
54,494,,,,,1.0,0.005789788439869881
54,494,,,1.0,0.00986289232969284,,
55,503,,,,,1.0,0.0056154304184019566
55,503,,,1.0,0.009438063949346542,,
56,512,,,,,1.0,0.005289250984787941
56,512,,,1.0,0.009012696333229542,,
57,521,,,,,1.0,0.005061410833150148
57,521,,,1.0,0.008681335486471653,,
58,530,,,,,1.0,0.004862500354647636
58,530,,,1.0,0.008257483132183552,,
59,539,,,,,1.0,0.004741459619253874
59,539,,,1.0,0.007915177382528782,,
60,548,,,,,1.0,0.004503305535763502
60,548,,,1.0,0.007661743089556694,,
61,557,,,,,1.0,0.004339571576565504
61,557,,,1.0,0.007282479666173458,,
62,566,,,,,1.0,0.0043076202273368835
62,566,,,1.0,0.007006504572927952,,
63,575,,,,,1.0,0.00415239529684186
63,575,,,1.0,0.00678299181163311,,
64,584,,,,,1.0,0.004028053022921085
64,584,,,1.0,0.006494037341326475,,
65,593,,,,,1.0,0.0038340906612575054
65,593,,,1.0,0.00630963733419776,,
66,602,,,,,1.0,0.0038099843077361584
66,602,,,1.0,0.006038492079824209,,
67,611,,,,,1.0,0.0035899458453059196
67,611,,,1.0,0.005883803591132164,,
68,620,,,,,1.0,0.0035670383367687464
68,620,,,1.0,0.005641769152134657,,
69,629,,,,,1.0,0.0033987462520599365
69,629,,,1.0,0.005458338186144829,,
70,638,,,,,1.0,0.003322598058730364
70,638,,,1.0,0.005242159590125084,,
71,647,,,,,1.0,0.0032875738106667995
71,647,,,1.0,0.005088760517537594,,
72,656,,,,,1.0,0.003133919322863221
72,656,,,1.0,0.004914023447781801,,
73,665,,,,,1.0,0.0029999527614563704
73,665,,,1.0,0.004791255109012127,,
74,674,,,,,1.0,0.002969869412481785
74,674,,,1.0,0.004586582072079182,,
