epoch,step,test_acc,val_loss
0,8,,1.0496973991394043
1,17,,1.0158791542053223
2,26,,0.9780455827713013
3,35,,0.9285531640052795
4,44,,0.8651914596557617
5,53,,0.7881637215614319
6,62,,0.7008429169654846
7,71,,0.6069101691246033
8,80,,0.5096196532249451
9,89,,0.4176807999610901
10,98,,0.33554506301879883
11,107,,0.26508986949920654
12,116,,0.21069534122943878
13,125,,0.17012396454811096
14,134,,0.1390511393547058
15,143,,0.1146588996052742
16,152,,0.09666735678911209
17,161,,0.08301056176424026
18,170,,0.07194289565086365
19,179,,0.06375255435705185
20,188,,0.05567001551389694
21,197,,0.04982892796397209
22,206,,0.04484369605779648
23,215,,0.04017578065395355
24,224,,0.036656882613897324
25,233,,0.034477557986974716
26,242,,0.030969003215432167
27,251,,0.028625713661313057
28,260,,0.027493664994835854
29,269,,0.025056159123778343
30,278,,0.022972071543335915
31,287,,0.021672876551747322
32,296,,0.020941080525517464
33,305,,0.019126133993268013
34,314,,0.017705058678984642
35,323,,0.016825729981064796
36,332,,0.01661623828113079
37,341,,0.015272165648639202
38,350,,0.014724665321409702
39,359,,0.013740061782300472
40,368,,0.013475839048624039
41,377,,0.012877890840172768
42,386,,0.012403953820466995
43,395,,0.011677386239171028
44,404,,0.01087427418678999
45,413,,0.010256843641400337
46,422,,0.01009910274296999
47,431,,0.009647680446505547
48,440,,0.009512837044894695
49,449,,0.009082593955099583
50,458,,0.00852246768772602
51,467,,0.00843814667314291
52,476,,0.00809194054454565
53,485,,0.007818072102963924
54,494,,0.007625264581292868
55,503,,0.007323955651372671
56,512,,0.006917530670762062
57,521,,0.00696459598839283
58,530,,0.006550416816025972
59,539,,0.006402494851499796
60,548,,0.006325861904770136
61,557,,0.006183401215821505
62,566,,0.0058908225037157536
63,575,,0.005719770677387714
64,584,,0.005469098687171936
65,593,,0.005405566655099392
66,602,,0.005254248157143593
67,611,,0.005099805071949959
68,620,,0.004898338578641415
69,629,,0.004857035353779793
70,638,,0.004663529340177774
71,647,,0.004616329446434975
72,656,,0.004570610821247101
73,665,,0.004404894076287746
74,674,,0.004290700890123844
75,683,,0.004191754385828972
76,692,,0.004127930384129286
77,701,,0.00402472261339426
78,710,,0.003924131393432617
79,719,,0.0038197801914066076
80,728,,0.0037451344542205334
81,737,,0.0036844457499682903
82,746,,0.003607039339840412
83,755,,0.003471655771136284
84,764,,0.0034766262397170067
85,773,,0.003435818711295724
86,782,,0.0033025448210537434
87,791,,0.003224160522222519
88,800,,0.0031600208021700382
89,809,,0.0030987330246716738
90,818,,0.0030127253849059343
91,827,,0.0029661105945706367
92,836,,0.0029776394367218018
93,845,,0.002920303726568818
94,854,,0.0028293554205447435
95,863,,0.002755559980869293
96,872,,0.002708790125325322
97,881,,0.002664370695129037
98,890,,0.0026242579333484173
99,899,,0.002597646787762642
100,900,1.0,
