epoch,step,train_acc,train_loss,val_acc,val_loss
45,413,1.0,0.011588952504098415,,
46,422,,,1.0,0.007542720064520836
46,422,1.0,0.01090199500322342,,
47,431,,,1.0,0.007233927026391029
47,431,1.0,0.010314342565834522,,
48,440,,,1.0,0.006908537354320288
48,440,1.0,0.009821522980928421,,
49,449,,,1.0,0.006508341524749994
49,449,1.0,0.009331580251455307,,
50,458,,,1.0,0.006245078984647989
50,458,1.0,0.008985075168311596,,
51,467,,,1.0,0.0060758646577596664
51,467,1.0,0.00857070367783308,,
52,476,,,1.0,0.005858547519892454
52,476,1.0,0.008207490667700768,,
53,485,,,1.0,0.005552483722567558
53,485,1.0,0.007853938266634941,,
54,494,,,1.0,0.00530152628198266
54,494,1.0,0.007552757393568754,,
55,503,,,1.0,0.005147114396095276
55,503,1.0,0.0071931867860257626,,
56,512,,,1.0,0.004987640306353569
56,512,1.0,0.006945488043129444,,
57,521,,,1.0,0.004832756705582142
57,521,1.0,0.006631865631788969,,
58,530,,,1.0,0.004747000057250261
58,530,1.0,0.006420335732400417,,
59,539,,,1.0,0.004607014358043671
59,539,1.0,0.006157148629426956,,
60,548,,,1.0,0.004456567112356424
60,548,1.0,0.00590876629576087,,
61,557,,,1.0,0.004257751628756523
61,557,1.0,0.005726024508476257,,
62,566,,,1.0,0.004183617420494556
62,566,1.0,0.00547066843137145,,
63,575,,,1.0,0.004005264025181532
63,575,1.0,0.005306028760969639,,
64,584,,,1.0,0.003882880322635174
64,584,1.0,0.0050949715077877045,,
65,593,,,1.0,0.0038059577345848083
65,593,1.0,0.004914762452244759,,
66,602,,,1.0,0.0037264348939061165
66,602,1.0,0.00474441098049283,,
67,611,,,1.0,0.0036200284957885742
67,611,1.0,0.004588012117892504,,
68,620,,,1.0,0.00348483445122838
68,620,1.0,0.004435669165104628,,
69,629,,,1.0,0.003428676165640354
69,629,1.0,0.004289243370294571,,
70,638,,,1.0,0.0033306372351944447
70,638,1.0,0.004151454195380211,,
71,647,,,1.0,0.003208124078810215
71,647,1.0,0.004025043919682503,,
72,656,,,1.0,0.0031269898172467947
72,656,1.0,0.003885627957060933,,
73,665,,,1.0,0.0030923858284950256
73,665,1.0,0.00376299605704844,,
74,674,,,1.0,0.003057347144931555
74,674,1.0,0.003647562814876437,,
75,683,,,1.0,0.002944367937743664
75,683,1.0,0.003540189703926444,,
76,692,,,1.0,0.0028538950718939304
76,692,1.0,0.0034292936325073242,,
77,701,,,1.0,0.0027676858007907867
77,701,1.0,0.0033275664318352938,,
78,710,,,1.0,0.002686787163838744
78,710,1.0,0.0032365743536502123,,
79,719,,,1.0,0.002635005861520767
79,719,1.0,0.0031348818447440863,,
80,728,,,1.0,0.0026144087314605713
80,728,1.0,0.0030467244796454906,,
81,737,,,1.0,0.0025797502603381872
81,737,1.0,0.002969462191686034,,
82,746,,,1.0,0.0025211465544998646
82,746,1.0,0.00288405898027122,,
83,755,,,1.0,0.0025077201426029205
83,755,1.0,0.0028070576954632998,,
84,764,,,1.0,0.002446706872433424
84,764,1.0,0.002730215899646282,,
85,773,,,1.0,0.0023737214505672455
85,773,1.0,0.002653090050444007,,
86,782,,,1.0,0.002313678152859211
86,782,1.0,0.0025919212494045496,,
87,791,,,1.0,0.0022759540006518364
87,791,1.0,0.0025176480412483215,,
88,800,,,1.0,0.002193115884438157
88,800,1.0,0.002459554933011532,,
89,809,,,1.0,0.002164483303204179
89,809,1.0,0.0023870982695370913,,
90,818,,,1.0,0.002117110649123788
90,818,1.0,0.0023339351173490286,,
91,827,,,1.0,0.0021035794634371996
91,827,1.0,0.002266117837280035,,
92,836,,,1.0,0.002078159712255001
92,836,1.0,0.0022132783196866512,,
93,845,,,1.0,0.0020296648144721985
93,845,1.0,0.0021549437660723925,,
94,854,,,1.0,0.0019879715982824564
94,854,1.0,0.002108241431415081,,
95,863,,,1.0,0.0019525694660842419
95,863,1.0,0.002060095313936472,,
96,872,,,1.0,0.001934985164552927
96,872,1.0,0.002012187847867608,,
97,881,,,1.0,0.001891712541691959
97,881,1.0,0.001966621493920684,,
98,890,,,1.0,0.0018632084829732776
98,890,1.0,0.0019187903963029385,,
99,899,,,1.0,0.0018429192714393139
99,899,1.0,0.001877143164165318,,
