epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,8,,,,,0.5,1.061099886894226
0,8,,,0.39436620473861694,1.0917527675628662,,
1,17,,,,,0.7222222089767456,1.0163036584854126
1,17,,,0.5070422291755676,1.05031418800354,,
2,26,,,,,0.9166666865348816,0.9662051796913147
2,26,,,0.6760563254356384,1.0029397010803223,,
3,35,,,,,0.9722222089767456,0.9041016101837158
3,35,,,0.8380281925201416,0.9489901661872864,,
4,44,,,,,0.9722222089767456,0.8266822099685669
4,44,,,0.908450722694397,0.8836012482643127,,
5,53,,,,,0.9444444179534912,0.7370414733886719
5,53,,,0.8943662047386169,0.8080255389213562,,
6,62,,,,,0.9166666865348816,0.6479156017303467
6,62,,,0.9014084339141846,0.7221811413764954,,
7,71,,,,,0.9166666865348816,0.5594974756240845
7,71,,,0.8943662047386169,0.6369593739509583,,
8,80,,,,,0.9444444179534912,0.47594520449638367
8,80,,,0.9154929518699646,0.5544383525848389,,
9,89,,,,,0.9722222089767456,0.3971288502216339
9,89,,,0.9366196990013123,0.4769645929336548,,
10,98,,,,,0.9722222089767456,0.3259586691856384
10,98,,,0.9507042169570923,0.40266087651252747,,
11,107,,,,,0.9722222089767456,0.2624223530292511
11,107,,,0.9647887349128723,0.3373977839946747,,
12,116,,,,,0.9722222089767456,0.21011266112327576
12,116,,,0.9647887349128723,0.276894211769104,,
13,125,,,,,1.0,0.1677340865135193
13,125,,,0.9788732528686523,0.22831177711486816,,
14,134,,,,,1.0,0.13482612371444702
14,134,,,0.9788732528686523,0.18981917202472687,,
15,143,,,,,1.0,0.10939706116914749
15,143,,,0.9788732528686523,0.15976223349571228,,
16,152,,,,,1.0,0.0905417799949646
16,152,,,0.98591548204422,0.13596771657466888,,
17,161,,,,,1.0,0.07489103823900223
17,161,,,0.98591548204422,0.11772287636995316,,
18,170,,,,,1.0,0.06411781907081604
18,170,,,0.98591548204422,0.10258174687623978,,
19,179,,,,,1.0,0.05467734858393669
19,179,,,0.98591548204422,0.0908568874001503,,
20,188,,,,,1.0,0.048286620527505875
20,188,,,0.9929577708244324,0.08060768991708755,,
21,197,,,,,1.0,0.04231870546936989
21,197,,,0.9929577708244324,0.07260762155056,,
22,206,,,,,1.0,0.03725803643465042
22,206,,,0.9929577708244324,0.06649225205183029,,
23,215,,,,,1.0,0.03280597925186157
23,215,,,0.9929577708244324,0.06011206656694412,,
24,224,,,,,1.0,0.029355548322200775
24,224,,,0.9929577708244324,0.05509597063064575,,
25,233,,,,,1.0,0.026557182893157005
25,233,,,0.9929577708244324,0.050137292593717575,,
26,242,,,,,1.0,0.02359265647828579
26,242,,,0.9929577708244324,0.046290189027786255,,
27,251,,,,,1.0,0.021702878177165985
27,251,,,0.9929577708244324,0.043018002063035965,,
28,260,,,,,1.0,0.019708089530467987
28,260,,,0.9929577708244324,0.03955014422535896,,
29,269,,,,,1.0,0.01793004386126995
29,269,,,0.9929577708244324,0.03658558800816536,,
