epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
40,368,,,1.0,0.015583441592752934,,
41,377,,,,,1.0,0.011475950479507446
41,377,,,1.0,0.014687320217490196,,
42,386,,,,,1.0,0.010855206288397312
42,386,,,1.0,0.013874749653041363,,
43,395,,,,,1.0,0.010155785828828812
43,395,,,1.0,0.013266026973724365,,
44,404,,,,,1.0,0.0099834268912673
44,404,,,1.0,0.012521754950284958,,
45,413,,,,,1.0,0.00953094195574522
45,413,,,1.0,0.011730892583727837,,
46,422,,,,,1.0,0.008997996337711811
46,422,,,1.0,0.011268546804785728,,
47,431,,,,,1.0,0.00872357003390789
47,431,,,1.0,0.010587554425001144,,
48,440,,,,,1.0,0.008435751311480999
48,440,,,1.0,0.010037894360721111,,
49,449,,,,,1.0,0.008068785071372986
49,449,,,1.0,0.009569374844431877,,
50,458,,,,,1.0,0.007853016257286072
50,458,,,1.0,0.009063897654414177,,
51,467,,,,,1.0,0.007609971798956394
51,467,,,1.0,0.008640341460704803,,
52,476,,,,,1.0,0.007375651970505714
52,476,,,1.0,0.008282736875116825,,
53,485,,,,,1.0,0.007142933085560799
53,485,,,1.0,0.007824050262570381,,
54,494,,,,,1.0,0.006754928268492222
54,494,,,1.0,0.007585478480905294,,
55,503,,,,,1.0,0.006572108715772629
55,503,,,1.0,0.007202737964689732,,
56,512,,,,,1.0,0.0063843331299722195
56,512,,,1.0,0.006843721494078636,,
57,521,,,,,1.0,0.006249226164072752
57,521,,,1.0,0.006566562224179506,,
58,530,,,,,1.0,0.006069310940802097
58,530,,,1.0,0.006332119461148977,,
59,539,,,,,1.0,0.005780914798378944
59,539,,,1.0,0.006077065132558346,,
60,548,,,,,1.0,0.00560424942523241
60,548,,,1.0,0.005793697666376829,,
61,557,,,,,1.0,0.005418131593614817
61,557,,,1.0,0.005564360413700342,,
62,566,,,,,1.0,0.005308812949806452
62,566,,,1.0,0.00531412847340107,,
63,575,,,,,1.0,0.005207551643252373
63,575,,,1.0,0.005122864618897438,,
64,584,,,,,1.0,0.0051297531463205814
64,584,,,1.0,0.0049371058121323586,,
65,593,,,,,1.0,0.005024681333452463
65,593,,,1.0,0.004724598024040461,,
66,602,,,,,1.0,0.004865904338657856
66,602,,,1.0,0.00458975275978446,,
67,611,,,,,1.0,0.004695402458310127
67,611,,,1.0,0.004406088963150978,,
68,620,,,,,1.0,0.004607124254107475
68,620,,,1.0,0.004219463095068932,,
69,629,,,,,1.0,0.004492508713155985
69,629,,,1.0,0.004075327888131142,,
70,638,,,,,1.0,0.004448575433343649
70,638,,,1.0,0.003923219628632069,,
71,647,,,,,1.0,0.004324044566601515
71,647,,,1.0,0.0038080497179180384,,
72,656,,,,,1.0,0.00420598778873682
72,656,,,1.0,0.0036349636502563953,,
73,665,,,,,1.0,0.004141656681895256
73,665,,,1.0,0.00351700815372169,,
74,674,,,,,1.0,0.00409878371283412
74,674,,,1.0,0.0033945348113775253,,
75,683,,,,,1.0,0.003984689246863127
75,683,,,1.0,0.00328061543405056,,
76,692,,,,,1.0,0.003891793778166175
76,692,,,1.0,0.0031793476082384586,,
77,701,,,,,1.0,0.003786595771089196
77,701,,,1.0,0.003063725773245096,,
78,710,,,,,1.0,0.0037347052711993456
78,710,,,1.0,0.00297378352843225,,
79,719,,,,,1.0,0.0036907726898789406
79,719,,,1.0,0.0028777639381587505,,
80,728,,,,,1.0,0.0036810876335948706
80,728,,,1.0,0.0027862649876624346,,
81,737,,,,,1.0,0.0035573120694607496
81,737,,,1.0,0.002711106091737747,,
82,746,,,,,1.0,0.0035250335931777954
82,746,,,1.0,0.0026120238471776247,,
83,755,,,,,1.0,0.0034812199883162975
83,755,,,1.0,0.002534424653276801,,
84,764,,,,,1.0,0.003446937073022127
84,764,,,1.0,0.002454494358971715,,
85,773,,,,,1.0,0.0033479812555015087
85,773,,,1.0,0.002393441740423441,,
86,782,,,,,1.0,0.0033201484475284815
86,782,,,1.0,0.0023178383708000183,,
87,791,,,,,1.0,0.003273884067311883
87,791,,,1.0,0.002243966795504093,,
88,800,,,,,1.0,0.0031899160239845514
88,800,,,1.0,0.0021856892853975296,,
89,809,,,,,1.0,0.0031281481496989727
89,809,,,1.0,0.0021225314121693373,,
90,818,,,,,1.0,0.003104607807472348
90,818,,,1.0,0.0020562626887112856,,
91,827,,,,,1.0,0.0030661006458103657
91,827,,,1.0,0.002002819674089551,,
92,836,,,,,1.0,0.0030663595534861088
92,836,,,1.0,0.0019528920529410243,,
93,845,,,,,1.0,0.0029944749549031258
93,845,,,1.0,0.0018952360842376947,,
94,854,,,,,1.0,0.0029483968392014503
94,854,,,1.0,0.001850621192716062,,
95,863,,,,,1.0,0.002936991862952709
95,863,,,1.0,0.0018006825121119618,,
96,872,,,,,1.0,0.002904115943238139
96,872,,,1.0,0.0017481197137385607,,
97,881,,,,,1.0,0.0028237204533070326
97,881,,,1.0,0.001712182303890586,,
98,890,,,,,1.0,0.00279435096308589
98,890,,,1.0,0.0016562860691919923,,
99,899,,,,,1.0,0.0027778572402894497
99,899,,,1.0,0.0016182975377887487,,
100,900,1.0,0.0027778572402894497,,,,
