epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
90,818,,,1.0,0.0020980797708034515,,
91,827,,,,,1.0,0.009969997219741344
91,827,,,1.0,0.0020425820257514715,,
92,836,,,,,1.0,0.009917063638567924
92,836,,,1.0,0.001995476195588708,,
93,845,,,,,1.0,0.009827155619859695
93,845,,,1.0,0.0019445542711764574,,
94,854,,,,,1.0,0.009612193331122398
94,854,,,1.0,0.0019005656940862536,,
95,863,,,,,1.0,0.009446431882679462
95,863,,,1.0,0.0018524420447647572,,
96,872,,,,,1.0,0.009309016168117523
96,872,,,1.0,0.0018146978691220284,,
97,881,,,,,1.0,0.009187609888613224
97,881,,,1.0,0.0017671686364337802,,
98,890,,,,,1.0,0.009075380861759186
98,890,,,1.0,0.001729691168293357,,
99,899,,,,,1.0,0.009055634960532188
99,899,,,1.0,0.0016955508617684245,,
100,900,1.0,0.009055634960532188,,,,
