epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
45,413,,,1.0,0.01285206712782383,,
46,422,,,,,1.0,0.010485893115401268
46,422,,,1.0,0.012178270146250725,,
47,431,,,,,1.0,0.010283231735229492
47,431,,,1.0,0.011538753286004066,,
48,440,,,,,1.0,0.009919538162648678
48,440,,,1.0,0.010906959883868694,,
49,449,,,,,1.0,0.009302772581577301
49,449,,,1.0,0.010440685786306858,,
50,458,,,,,1.0,0.008691314607858658
50,458,,,1.0,0.009978477843105793,,
51,467,,,,,1.0,0.008548816666007042
51,467,,,1.0,0.00937385018914938,,
52,476,,,,,1.0,0.008367706090211868
52,476,,,1.0,0.008930221199989319,,
53,485,,,,,1.0,0.00807180441915989
53,485,,,1.0,0.008486106060445309,,
54,494,,,,,1.0,0.007868814282119274
54,494,,,1.0,0.008077654987573624,,
55,503,,,,,1.0,0.0076196142472326756
55,503,,,1.0,0.00780800124630332,,
56,512,,,,,1.0,0.0071133580058813095
56,512,,,1.0,0.007407011464238167,,
57,521,,,,,1.0,0.006980651989579201
57,521,,,1.0,0.007079340051859617,,
58,530,,,,,1.0,0.006691609509289265
58,530,,,1.0,0.006740633863955736,,
59,539,,,,,1.0,0.0065647512674331665
59,539,,,1.0,0.006455565802752972,,
60,548,,,,,1.0,0.00633275555446744
60,548,,,1.0,0.006194397807121277,,
61,557,,,,,1.0,0.006011932622641325
61,557,,,1.0,0.005965930875390768,,
62,566,,,,,1.0,0.006027708295732737
62,566,,,1.0,0.005701933987438679,,
63,575,,,,,1.0,0.005844187922775745
63,575,,,1.0,0.005451514385640621,,
64,584,,,,,1.0,0.005705637391656637
64,584,,,1.0,0.005225611850619316,,
65,593,,,,,1.0,0.005447945557534695
65,593,,,1.0,0.005030524916946888,,
66,602,,,,,1.0,0.005368995014578104
66,602,,,1.0,0.004833031911402941,,
67,611,,,,,1.0,0.0051152934320271015
67,611,,,1.0,0.004681473132222891,,
68,620,,,,,1.0,0.0049822283908724785
68,620,,,1.0,0.0045173498801887035,,
69,629,,,,,1.0,0.004880143329501152
69,629,,,1.0,0.004323835950344801,,
70,638,,,,,1.0,0.004681283608078957
70,638,,,1.0,0.004172567278146744,,
71,647,,,,,1.0,0.004562073387205601
71,647,,,1.0,0.00401108106598258,,
72,656,,,,,1.0,0.004449478350579739
72,656,,,1.0,0.0038619604893028736,,
73,665,,,,,1.0,0.004379656631499529
73,665,,,1.0,0.003726010676473379,,
74,674,,,,,1.0,0.004287105053663254
74,674,,,1.0,0.0036123949103057384,,
75,683,,,,,1.0,0.004110133275389671
75,683,,,1.0,0.003525531617924571,,
76,692,,,,,1.0,0.004102260340005159
76,692,,,1.0,0.0033878199756145477,,
77,701,,,,,1.0,0.003979953471571207
77,701,,,1.0,0.0032540864776819944,,
78,710,,,,,1.0,0.0038794241845607758
78,710,,,1.0,0.0031609453726559877,,
79,719,,,,,1.0,0.0037604528479278088
79,719,,,1.0,0.003048107260838151,,
80,728,,,,,1.0,0.0036286201793700457
80,728,,,1.0,0.0029633736703544855,,
81,737,,,,,1.0,0.003585211932659149
81,737,,,1.0,0.0028655575588345528,,
82,746,,,,,1.0,0.0035071340389549732
82,746,,,1.0,0.002791851758956909,,
83,755,,,,,1.0,0.003426099894568324
83,755,,,1.0,0.002700251992791891,,
84,764,,,,,1.0,0.0033165246713906527
84,764,,,1.0,0.0026247997302562,,
85,773,,,,,1.0,0.0032897531054913998
85,773,,,1.0,0.002547790529206395,,
86,782,,,,,1.0,0.003254709765315056
86,782,,,1.0,0.002471595536917448,,
87,791,,,,,1.0,0.003175667952746153
87,791,,,1.0,0.0023950443137437105,,
88,800,,,,,1.0,0.0031360674183815718
88,800,,,1.0,0.0023350021801888943,,
89,809,,,,,1.0,0.00303835142403841
89,809,,,1.0,0.0022558376658707857,,
90,818,,,,,1.0,0.002951516769826412
90,818,,,1.0,0.0022005117498338223,,
91,827,,,,,1.0,0.0029136044904589653
91,827,,,1.0,0.002141029806807637,,
92,836,,,,,1.0,0.0028402565512806177
92,836,,,1.0,0.0020789268892258406,,
93,845,,,,,1.0,0.002788098528981209
93,845,,,1.0,0.0020185101311653852,,
94,854,,,,,1.0,0.0027349861338734627
94,854,,,1.0,0.0019800253212451935,,
95,863,,,,,1.0,0.0026961241383105516
95,863,,,1.0,0.001922525349073112,,
96,872,,,,,1.0,0.0026667711790651083
96,872,,,1.0,0.0018700264627113938,,
97,881,,,,,1.0,0.0026114312931895256
97,881,,,1.0,0.0018185240915045142,,
98,890,,,,,1.0,0.002614404307678342
98,890,,,1.0,0.001782847917638719,,
99,899,,,,,1.0,0.0025296888779848814
99,899,,,1.0,0.001729483949020505,,
100,900,1.0,0.0025296888779848814,,,,
