epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,8,,,,,0.3333333432674408,1.0773578882217407
0,8,,,0.23239436745643616,1.1088314056396484,,
1,17,,,,,0.6111111044883728,1.039158821105957
1,17,,,0.5,1.0746233463287354,,
2,26,,,,,0.6388888955116272,0.9993416666984558
2,26,,,0.5633803009986877,1.0389901399612427,,
3,35,,,,,0.6944444179534912,0.9506876468658447
3,35,,,0.6549295783042908,0.9994762539863586,,
4,44,,,,,0.8055555820465088,0.8928670883178711
4,44,,,0.7816901206970215,0.9508833289146423,,
5,53,,,,,0.8888888955116272,0.8257268071174622
5,53,,,0.8098591566085815,0.8932679891586304,,
6,62,,,,,0.9166666865348816,0.7508232593536377
6,62,,,0.8591549396514893,0.8246228694915771,,
7,71,,,,,0.9166666865348816,0.6672065854072571
7,71,,,0.8661971688270569,0.7496509552001953,,
8,80,,,,,0.9444444179534912,0.5812361240386963
8,80,,,0.8802816867828369,0.6667979955673218,,
9,89,,,,,0.9722222089767456,0.49698182940483093
9,89,,,0.908450722694397,0.5816400051116943,,
10,98,,,,,0.9722222089767456,0.4161730706691742
10,98,,,0.9366196990013123,0.49782824516296387,,
11,107,,,,,0.9722222089767456,0.341426283121109
11,107,,,0.9436619877815247,0.41956627368927,,
12,116,,,,,0.9722222089767456,0.27577662467956543
12,116,,,0.9647887349128723,0.3483077585697174,,
13,125,,,,,0.9722222089767456,0.21942925453186035
13,125,,,0.9718309640884399,0.2893211841583252,,
14,134,,,,,0.9722222089767456,0.17408457398414612
14,134,,,0.98591548204422,0.23911473155021667,,
15,143,,,,,0.9722222089767456,0.13901633024215698
15,143,,,0.98591548204422,0.19727610051631927,,
16,152,,,,,1.0,0.11127832531929016
16,152,,,0.98591548204422,0.16515620052814484,,
17,161,,,,,1.0,0.09194251894950867
17,161,,,0.98591548204422,0.13908728957176208,,
18,170,,,,,1.0,0.07658406347036362
18,170,,,0.9929577708244324,0.11764201521873474,,
19,179,,,,,1.0,0.06489080935716629
19,179,,,0.98591548204422,0.10178452730178833,,
20,188,,,,,1.0,0.05586498975753784
20,188,,,0.98591548204422,0.08914241194725037,,
21,197,,,,,1.0,0.0490821935236454
21,197,,,0.98591548204422,0.07837185263633728,,
22,206,,,,,1.0,0.04368898645043373
22,206,,,0.98591548204422,0.07079043239355087,,
23,215,,,,,1.0,0.03978593647480011
23,215,,,0.98591548204422,0.06340527534484863,,
24,224,,,,,1.0,0.03640419617295265
24,224,,,0.98591548204422,0.05736825242638588,,
25,233,,,,,1.0,0.03360264003276825
25,233,,,0.9929577708244324,0.052778251469135284,,
26,242,,,,,1.0,0.030853142961859703
26,242,,,0.9929577708244324,0.048576004803180695,,
27,251,,,,,1.0,0.028783151879906654
27,251,,,0.9929577708244324,0.04475327581167221,,
28,260,,,,,1.0,0.025970693677663803
28,260,,,0.9929577708244324,0.041982781141996384,,
29,269,,,,,1.0,0.02407791279256344
29,269,,,0.9929577708244324,0.03893458843231201,,
30,278,,,,,1.0,0.022734198719263077
30,278,,,0.9929577708244324,0.036169782280921936,,
31,287,,,,,1.0,0.02167423628270626
31,287,,,0.9929577708244324,0.03414289653301239,,
32,296,,,,,1.0,0.02035939320921898
32,296,,,0.9929577708244324,0.031872499734163284,,
33,305,,,,,1.0,0.01950579695403576
33,305,,,0.9929577708244324,0.029958520084619522,,
34,314,,,,,1.0,0.019079649820923805
34,314,,,0.9929577708244324,0.02850992977619171,,
35,323,,,,,1.0,0.01734434813261032
35,323,,,0.9929577708244324,0.027103206142783165,,
36,332,,,,,1.0,0.01671518199145794
36,332,,,0.9929577708244324,0.02534821629524231,,
37,341,,,,,1.0,0.01632401905953884
37,341,,,0.9929577708244324,0.023880591616034508,,
38,350,,,,,1.0,0.015681255608797073
38,350,,,0.9929577708244324,0.022441837936639786,,
39,359,,,,,1.0,0.014268572442233562
39,359,,,1.0,0.021690325811505318,,
40,368,,,,,1.0,0.013911924324929714
40,368,,,1.0,0.0201914943754673,,
41,377,,,,,1.0,0.013598762452602386
41,377,,,1.0,0.019182302057743073,,
42,386,,,,,1.0,0.013071834109723568
42,386,,,1.0,0.018306802958250046,,
43,395,,,,,1.0,0.012335140258073807
43,395,,,1.0,0.017408862709999084,,
44,404,,,,,1.0,0.012132326140999794
44,404,,,1.0,0.016381189227104187,,
45,413,,,,,1.0,0.011582043021917343
45,413,,,1.0,0.015693707391619682,,
46,422,,,,,1.0,0.01121215894818306
46,422,,,1.0,0.014911896549165249,,
47,431,,,,,1.0,0.010771816596388817
47,431,,,1.0,0.014198750257492065,,
48,440,,,,,1.0,0.010401701554656029
48,440,,,1.0,0.013592656701803207,,
49,449,,,,,1.0,0.010036235675215721
49,449,,,1.0,0.013011207804083824,,
50,458,,,,,1.0,0.009273105300962925
50,458,,,1.0,0.012420760467648506,,
51,467,,,,,1.0,0.008922497741878033
51,467,,,1.0,0.011908662505447865,,
52,476,,,,,1.0,0.008692209608852863
52,476,,,1.0,0.011269656009972095,,
53,485,,,,,1.0,0.008447219617664814
53,485,,,1.0,0.010874629952013493,,
54,494,,,,,1.0,0.007989486679434776
54,494,,,1.0,0.01041597779840231,,
55,503,,,,,1.0,0.007941203191876411
55,503,,,1.0,0.010015019215643406,,
56,512,,,,,1.0,0.007837478071451187
56,512,,,1.0,0.00953344814479351,,
57,521,,,,,1.0,0.007622824981808662
57,521,,,1.0,0.009120763279497623,,
58,530,,,,,1.0,0.0072565749287605286
58,530,,,1.0,0.008711520582437515,,
59,539,,,,,1.0,0.007004034239798784
59,539,,,1.0,0.008371042087674141,,
60,548,,,,,1.0,0.006493659690022469
60,548,,,1.0,0.0081583047285676,,
61,557,,,,,1.0,0.006347875576466322
61,557,,,1.0,0.007721288129687309,,
62,566,,,,,1.0,0.006349355913698673
